,教養学部変電所,教育学部変電所,経済学部変電所
12737,200.0,160.0,20.0
12738,100.0,140.0,20.0
12739,100.0,110.0,20.0
12740,100.0,80.0,20.0
12741,100.0,70.0,10.0
12742,100.0,80.0,10.0
12743,0.0,70.0,20.0
12744,100.0,60.0,10.0
12745,100.0,70.0,10.0
12746,100.0,60.0,10.0
12747,0.0,70.0,10.0
12748,100.0,60.0,10.0
12749,100.0,60.0,20.0
12750,0.0,70.0,10.0
12751,100.0,70.0,10.0
12752,200.0,80.0,10.0
12753,100.0,150.0,10.0
12754,200.0,190.0,20.0
12755,200.0,210.0,10.0
12756,200.0,230.0,20.0
12757,200.0,220.0,30.0
12758,200.0,180.0,30.0
12759,200.0,170.0,30.0
12760,200.0,190.0,30.0
12761,200.0,160.0,30.0
12762,100.0,140.0,20.0
12763,100.0,110.0,10.0
12764,100.0,90.0,20.0
12765,100.0,70.0,10.0
12766,100.0,70.0,20.0
12767,0.0,70.0,10.0
12768,100.0,60.0,10.0
12769,100.0,70.0,10.0
12770,100.0,60.0,20.0
12771,0.0,60.0,10.0
12772,100.0,70.0,10.0
12773,100.0,60.0,10.0
12774,100.0,70.0,10.0
12775,0.0,70.0,10.0
12776,200.0,90.0,20.0
12777,200.0,150.0,20.0
12778,100.0,190.0,20.0
12779,200.0,190.0,20.0
12780,200.0,220.0,20.0
12781,200.0,200.0,30.0
12782,200.0,170.0,20.0
12783,200.0,150.0,30.0
12784,100.0,180.0,30.0
12785,200.0,140.0,20.0
12786,100.0,130.0,30.0
12787,100.0,100.0,10.0
12788,100.0,80.0,20.0
12789,100.0,70.0,10.0
12790,100.0,70.0,20.0
12791,100.0,60.0,10.0
12792,0.0,70.0,10.0
12793,100.0,60.0,10.0
12794,100.0,60.0,20.0
12795,0.0,60.0,10.0
12796,100.0,60.0,10.0
12797,100.0,60.0,10.0
12798,0.0,60.0,10.0
12799,100.0,60.0,10.0
12800,100.0,80.0,10.0
12801,100.0,80.0,10.0
12802,100.0,90.0,20.0
12803,100.0,100.0,10.0
12804,100.0,100.0,20.0
12805,200.0,90.0,20.0
12806,100.0,80.0,20.0
12807,0.0,80.0,20.0
12808,100.0,90.0,20.0
12809,100.0,70.0,10.0
12810,100.0,70.0,20.0
12811,100.0,70.0,10.0
12812,100.0,70.0,10.0
12813,0.0,60.0,10.0
12814,100.0,70.0,10.0
12815,100.0,60.0,20.0
12816,100.0,70.0,10.0
12817,0.0,60.0,10.0
12818,100.0,60.0,10.0
12819,100.0,60.0,10.0
12820,0.0,60.0,10.0
12821,100.0,60.0,10.0
12822,100.0,60.0,10.0
12823,100.0,60.0,10.0
12824,100.0,60.0,10.0
12825,100.0,70.0,10.0
12826,100.0,70.0,10.0
12827,100.0,80.0,20.0
12828,200.0,70.0,10.0
12829,100.0,80.0,10.0
12830,100.0,70.0,10.0
12831,200.0,70.0,20.0
12832,100.0,70.0,10.0
12833,100.0,70.0,20.0
12834,100.0,60.0,10.0
12835,100.0,70.0,10.0
12836,100.0,60.0,20.0
12837,100.0,60.0,10.0
12838,100.0,60.0,10.0
12839,100.0,70.0,10.0
12840,0.0,60.0,20.0
12841,100.0,60.0,10.0
12842,100.0,60.0,10.0
12843,0.0,60.0,10.0
12844,100.0,60.0,10.0
12845,100.0,60.0,20.0
12846,100.0,70.0,10.0
12847,0.0,60.0,10.0
12848,200.0,80.0,10.0
12849,200.0,150.0,10.0
12850,100.0,180.0,20.0
12851,200.0,180.0,10.0
12852,200.0,200.0,30.0
12853,200.0,190.0,20.0
12854,200.0,170.0,20.0
12855,200.0,150.0,30.0
12856,200.0,180.0,20.0
12857,200.0,140.0,30.0
12858,100.0,130.0,20.0
12859,100.0,100.0,10.0
12860,100.0,80.0,20.0
12861,100.0,80.0,10.0
12862,100.0,60.0,20.0
12863,0.0,70.0,10.0
12864,100.0,60.0,10.0
12865,100.0,70.0,10.0
12866,0.0,60.0,10.0
12867,100.0,60.0,20.0
12868,100.0,70.0,10.0
12869,100.0,60.0,10.0
12870,0.0,70.0,10.0
12871,100.0,70.0,10.0
12872,200.0,90.0,20.0
12873,100.0,150.0,10.0
12874,200.0,190.0,10.0
12875,200.0,180.0,20.0
12876,300.0,220.0,20.0
12877,200.0,180.0,20.0
12878,200.0,180.0,30.0
12879,200.0,160.0,30.0
12880,200.0,180.0,30.0
12881,100.0,160.0,30.0
12882,100.0,150.0,20.0
12883,100.0,120.0,20.0
12884,100.0,90.0,10.0
12885,100.0,80.0,20.0
12886,100.0,70.0,10.0
12887,100.0,60.0,10.0
12888,100.0,70.0,10.0
12889,0.0,70.0,10.0
12890,100.0,70.0,20.0
12891,100.0,60.0,10.0
12892,0.0,60.0,10.0
12893,100.0,70.0,10.0
12894,100.0,70.0,10.0
12895,100.0,70.0,10.0
12896,100.0,80.0,10.0
12897,200.0,150.0,10.0
12898,200.0,200.0,20.0
12899,200.0,180.0,20.0
12900,100.0,200.0,30.0
12901,200.0,180.0,20.0
12902,200.0,170.0,30.0
12903,200.0,160.0,20.0
12904,100.0,190.0,30.0
12905,200.0,160.0,20.0
12906,100.0,130.0,20.0
12907,100.0,110.0,20.0
12908,100.0,90.0,10.0
12909,100.0,70.0,20.0
12910,100.0,70.0,10.0
12911,100.0,70.0,10.0
12912,0.0,60.0,10.0
12913,100.0,70.0,20.0
12914,100.0,60.0,10.0
12915,100.0,60.0,10.0
12916,0.0,70.0,10.0
12917,100.0,60.0,10.0
12918,100.0,70.0,20.0
12919,100.0,60.0,10.0
12920,100.0,80.0,10.0
12921,200.0,160.0,10.0
12922,200.0,180.0,10.0
12923,100.0,180.0,20.0
12924,200.0,210.0,20.0
12925,200.0,190.0,20.0
12926,200.0,180.0,30.0
12927,200.0,160.0,30.0
12928,200.0,180.0,40.0
12929,200.0,150.0,20.0
12930,100.0,140.0,20.0
12931,100.0,120.0,20.0
12932,100.0,90.0,20.0
12933,100.0,80.0,10.0
12934,100.0,70.0,10.0
12935,100.0,70.0,20.0
12936,0.0,60.0,10.0
12937,100.0,70.0,10.0
12938,100.0,60.0,10.0
12939,100.0,70.0,10.0
12940,0.0,60.0,20.0
12941,100.0,60.0,10.0
12942,100.0,70.0,10.0
12943,100.0,70.0,10.0
12944,100.0,90.0,20.0
12945,200.0,150.0,10.0
12946,100.0,180.0,20.0
12947,200.0,180.0,20.0
12948,200.0,190.0,20.0
12949,200.0,170.0,20.0
12950,100.0,150.0,20.0
12951,200.0,140.0,30.0
12952,200.0,160.0,30.0
12953,100.0,130.0,20.0
12954,200.0,110.0,20.0
12955,100.0,100.0,20.0
12956,100.0,80.0,20.0
12957,0.0,70.0,10.0
12958,100.0,70.0,10.0
12959,100.0,60.0,20.0
12960,100.0,60.0,10.0
12961,0.0,60.0,10.0
12962,100.0,60.0,10.0
12963,100.0,60.0,10.0
12964,0.0,60.0,10.0
12965,,,
12966,,,
12967,,,
12968,,,
12969,,,
12970,,,
12971,,,
12972,,,
12973,,,
12974,,,
12975,,,
12976,,,
12977,,,
12978,,,
12979,600.0,350.0,80.0
12980,0.0,60.0,10.0
12981,100.0,50.0,10.0
12982,100.0,60.0,10.0
12983,100.0,60.0,10.0
12984,0.0,50.0,20.0
12985,100.0,50.0,10.0
12986,100.0,60.0,10.0
12987,0.0,50.0,10.0
12988,100.0,50.0,10.0
12989,100.0,50.0,20.0
12990,0.0,60.0,10.0
12991,100.0,50.0,10.0
12992,100.0,50.0,10.0
12993,100.0,60.0,10.0
12994,0.0,70.0,10.0
12995,100.0,60.0,0.0
12996,100.0,60.0,10.0
12997,100.0,60.0,0.0
12998,0.0,60.0,10.0
12999,100.0,50.0,10.0
13000,100.0,60.0,10.0
13001,100.0,60.0,10.0
13002,100.0,60.0,10.0
13003,0.0,60.0,20.0
13004,100.0,60.0,10.0
13005,100.0,50.0,10.0
13006,100.0,60.0,10.0
13007,0.0,60.0,20.0
13008,100.0,60.0,10.0
13009,100.0,50.0,10.0
13010,0.0,50.0,10.0
13011,100.0,60.0,10.0
13012,100.0,60.0,20.0
13013,100.0,50.0,10.0
13014,0.0,60.0,10.0
13015,100.0,60.0,10.0
13016,200.0,70.0,10.0
13017,100.0,130.0,10.0
13018,200.0,180.0,10.0
13019,200.0,170.0,20.0
13020,200.0,190.0,20.0
13021,100.0,180.0,30.0
13022,200.0,170.0,20.0
13023,200.0,150.0,30.0
13024,200.0,170.0,30.0
13025,100.0,150.0,20.0
13026,200.0,130.0,20.0
13027,100.0,100.0,20.0
13028,100.0,80.0,20.0
13029,100.0,60.0,10.0
13030,0.0,70.0,20.0
13031,100.0,60.0,10.0
13032,100.0,60.0,10.0
13033,100.0,60.0,10.0
13034,0.0,60.0,10.0
13035,100.0,60.0,20.0
13036,100.0,60.0,10.0
13037,0.0,60.0,10.0
13038,100.0,70.0,20.0
13039,100.0,60.0,10.0
13040,100.0,80.0,20.0
13041,200.0,170.0,10.0
13042,200.0,170.0,10.0
13043,200.0,190.0,20.0
13044,200.0,200.0,20.0
13045,200.0,170.0,20.0
13046,200.0,180.0,30.0
13047,100.0,170.0,20.0
13048,200.0,170.0,30.0
13049,200.0,150.0,30.0
13050,100.0,140.0,10.0
13051,100.0,110.0,20.0
13052,100.0,90.0,10.0
13053,100.0,70.0,20.0
13054,0.0,70.0,10.0
13055,100.0,70.0,10.0
13056,100.0,60.0,10.0
13057,100.0,70.0,20.0
13058,0.0,60.0,10.0
13059,100.0,60.0,10.0
13060,100.0,60.0,10.0
13061,0.0,60.0,20.0
13062,100.0,70.0,10.0
13063,100.0,60.0,10.0
13064,200.0,80.0,10.0
13065,100.0,160.0,10.0
13066,200.0,190.0,20.0
13067,200.0,190.0,10.0
13068,200.0,200.0,30.0
13069,200.0,180.0,20.0
13070,100.0,180.0,20.0
13071,200.0,160.0,30.0
13072,200.0,180.0,20.0
13073,100.0,150.0,30.0
13074,200.0,130.0,10.0
13075,100.0,110.0,20.0
13076,100.0,80.0,20.0
13077,100.0,80.0,10.0
13078,0.0,70.0,10.0
13079,100.0,70.0,10.0
13080,100.0,60.0,20.0
13081,0.0,70.0,10.0
13082,100.0,70.0,10.0
13083,100.0,60.0,10.0
13084,0.0,70.0,10.0
13085,100.0,60.0,20.0
13086,100.0,70.0,10.0
13087,100.0,70.0,10.0
13088,100.0,80.0,10.0
13089,200.0,150.0,10.0
13090,100.0,180.0,10.0
13091,200.0,180.0,10.0
13092,200.0,210.0,30.0
13093,200.0,190.0,20.0
13094,200.0,180.0,30.0
13095,200.0,170.0,30.0
13096,200.0,170.0,30.0
13097,100.0,150.0,30.0
13098,100.0,130.0,20.0
13099,100.0,100.0,10.0
13100,100.0,80.0,20.0
13101,100.0,70.0,10.0
13102,100.0,70.0,10.0
13103,100.0,50.0,20.0
13104,0.0,60.0,10.0
13105,100.0,60.0,10.0
13106,100.0,50.0,10.0
13107,0.0,60.0,10.0
13108,100.0,60.0,10.0
13109,100.0,50.0,10.0
13110,0.0,70.0,10.0
13111,100.0,60.0,10.0
13112,200.0,70.0,20.0
13113,100.0,150.0,10.0
13114,200.0,170.0,10.0
13115,200.0,160.0,20.0
13116,100.0,170.0,20.0
13117,200.0,150.0,10.0
13118,100.0,140.0,30.0
13119,200.0,140.0,20.0
13120,100.0,130.0,30.0
13121,200.0,120.0,20.0
13122,100.0,120.0,20.0
13123,100.0,90.0,20.0
13124,100.0,70.0,10.0
13125,100.0,70.0,20.0
13126,100.0,60.0,10.0
13127,0.0,60.0,10.0
13128,100.0,60.0,10.0
13129,100.0,60.0,10.0
13130,0.0,50.0,20.0
13131,100.0,60.0,10.0
13132,100.0,60.0,10.0
13133,0.0,50.0,10.0
13134,100.0,60.0,10.0
13135,100.0,60.0,10.0
13136,100.0,50.0,10.0
13137,100.0,60.0,0.0
13138,0.0,70.0,0.0
13139,100.0,60.0,10.0
13140,100.0,70.0,0.0
13141,100.0,70.0,0.0
13142,100.0,60.0,10.0
13143,100.0,60.0,10.0
13144,100.0,70.0,10.0
13145,100.0,60.0,10.0
13146,0.0,70.0,10.0
13147,100.0,60.0,20.0
13148,100.0,50.0,10.0
13149,100.0,70.0,10.0
13150,0.0,50.0,10.0
13151,100.0,60.0,10.0
13152,100.0,60.0,10.0
13153,100.0,60.0,10.0
13154,0.0,60.0,10.0
13155,100.0,60.0,10.0
13156,100.0,60.0,10.0
13157,0.0,50.0,20.0
13158,100.0,60.0,10.0
13159,100.0,60.0,10.0
13160,100.0,60.0,20.0
13161,100.0,60.0,20.0
13162,100.0,70.0,10.0
13163,100.0,60.0,20.0
13164,200.0,70.0,20.0
13165,100.0,70.0,10.0
13166,100.0,60.0,20.0
13167,100.0,70.0,20.0
13168,100.0,60.0,10.0
13169,100.0,70.0,20.0
13170,100.0,70.0,10.0
13171,100.0,70.0,10.0
13172,0.0,60.0,20.0
13173,100.0,60.0,10.0
13174,100.0,60.0,10.0
13175,100.0,60.0,10.0
13176,0.0,60.0,20.0
13177,100.0,70.0,10.0
13178,100.0,50.0,10.0
13179,0.0,60.0,10.0
13180,100.0,60.0,10.0
13181,100.0,60.0,10.0
13182,0.0,60.0,20.0
13183,100.0,70.0,10.0
13184,200.0,70.0,10.0
13185,100.0,140.0,10.0
13186,200.0,180.0,20.0
13187,200.0,190.0,20.0
13188,200.0,210.0,20.0
13189,200.0,180.0,30.0
13190,200.0,170.0,30.0
13191,200.0,150.0,20.0
13192,100.0,160.0,30.0
13193,200.0,160.0,20.0
13194,100.0,130.0,20.0
13195,200.0,110.0,20.0
13196,0.0,90.0,20.0
13197,100.0,70.0,10.0
13198,100.0,60.0,20.0
13199,100.0,70.0,10.0
13200,0.0,60.0,10.0
13201,100.0,60.0,10.0
13202,100.0,60.0,10.0
13203,0.0,60.0,10.0
13204,100.0,60.0,10.0
13205,100.0,70.0,10.0
13206,100.0,60.0,20.0
13207,0.0,70.0,10.0
13208,200.0,80.0,20.0
13209,200.0,150.0,20.0
13210,100.0,190.0,20.0
13211,200.0,190.0,20.0
13212,200.0,220.0,30.0
13213,200.0,180.0,30.0
13214,200.0,170.0,30.0
13215,200.0,160.0,30.0
13216,200.0,190.0,30.0
13217,200.0,170.0,30.0
13218,100.0,130.0,10.0
13219,100.0,110.0,20.0
13220,100.0,90.0,10.0
13221,100.0,70.0,20.0
13222,100.0,60.0,10.0
13223,0.0,70.0,10.0
13224,100.0,60.0,10.0
13225,100.0,70.0,20.0
13226,0.0,60.0,10.0
13227,100.0,60.0,10.0
13228,100.0,60.0,10.0
13229,100.0,60.0,10.0
13230,0.0,60.0,20.0
13231,100.0,60.0,0.0
13232,200.0,70.0,10.0
13233,100.0,150.0,20.0
13234,200.0,180.0,10.0
13235,200.0,200.0,20.0
13236,200.0,200.0,10.0
13237,200.0,190.0,20.0
13238,200.0,170.0,30.0
13239,100.0,160.0,20.0
13240,200.0,180.0,30.0
13241,100.0,150.0,20.0
13242,200.0,130.0,20.0
13243,100.0,110.0,20.0
13244,100.0,90.0,20.0
13245,100.0,80.0,10.0
13246,0.0,70.0,10.0
13247,100.0,60.0,20.0
13248,100.0,70.0,10.0
13249,100.0,60.0,10.0
13250,0.0,70.0,10.0
13251,100.0,60.0,10.0
13252,100.0,60.0,20.0
13253,0.0,60.0,10.0
13254,100.0,60.0,10.0
13255,100.0,70.0,10.0
13256,100.0,80.0,20.0
13257,200.0,160.0,10.0
13258,200.0,180.0,10.0
13259,200.0,190.0,20.0
13260,100.0,200.0,20.0
13261,200.0,180.0,20.0
13262,200.0,180.0,30.0
13263,200.0,160.0,30.0
13264,200.0,190.0,30.0
13265,100.0,160.0,20.0
13266,200.0,130.0,20.0
13267,100.0,120.0,20.0
13268,100.0,80.0,10.0
13269,100.0,70.0,20.0
13270,0.0,70.0,10.0
13271,100.0,70.0,10.0
13272,100.0,60.0,10.0
13273,100.0,60.0,10.0
13274,0.0,70.0,20.0
13275,100.0,60.0,10.0
13276,100.0,60.0,10.0
13277,100.0,70.0,10.0
13278,0.0,60.0,20.0
13279,100.0,60.0,10.0
13280,200.0,90.0,20.0
13281,100.0,150.0,20.0
13282,200.0,190.0,20.0
13283,200.0,200.0,30.0
13284,200.0,210.0,30.0
13285,200.0,170.0,20.0
13286,100.0,170.0,30.0
13287,200.0,180.0,30.0
13288,200.0,180.0,30.0
13289,100.0,160.0,20.0
13290,200.0,150.0,20.0
13291,100.0,110.0,20.0
13292,100.0,80.0,10.0
13293,100.0,70.0,20.0
13294,0.0,60.0,10.0
13295,100.0,60.0,10.0
13296,100.0,60.0,20.0
13297,100.0,70.0,10.0
13298,0.0,50.0,10.0
13299,100.0,70.0,10.0
13300,100.0,60.0,10.0
13301,0.0,50.0,20.0
13302,100.0,60.0,10.0
13303,100.0,60.0,10.0
13304,100.0,70.0,10.0
13305,100.0,80.0,10.0
13306,100.0,90.0,10.0
13307,100.0,80.0,10.0
13308,100.0,90.0,10.0
13309,100.0,80.0,10.0
13310,100.0,80.0,20.0
13311,100.0,80.0,10.0
13312,100.0,90.0,10.0
13313,100.0,80.0,10.0
13314,100.0,80.0,10.0
13315,100.0,80.0,10.0
13316,100.0,60.0,20.0
13317,0.0,70.0,10.0
13318,100.0,60.0,10.0
13319,100.0,70.0,10.0
13320,100.0,60.0,20.0
13321,0.0,70.0,10.0
13322,100.0,60.0,10.0
13323,100.0,60.0,10.0
13324,0.0,60.0,10.0
13325,100.0,60.0,10.0
13326,100.0,60.0,20.0
13327,100.0,60.0,10.0
13328,100.0,60.0,10.0
13329,100.0,70.0,10.0
13330,100.0,70.0,20.0
13331,200.0,70.0,20.0
13332,100.0,70.0,20.0
13333,100.0,70.0,20.0
13334,100.0,70.0,20.0
13335,100.0,70.0,30.0
13336,100.0,70.0,10.0
13337,100.0,70.0,20.0
13338,100.0,70.0,10.0
13339,100.0,70.0,10.0
13340,100.0,60.0,20.0
13341,100.0,70.0,10.0
13342,0.0,60.0,10.0
13343,100.0,60.0,10.0
13344,100.0,70.0,10.0
13345,100.0,60.0,20.0
13346,0.0,60.0,10.0
13347,100.0,60.0,10.0
13348,100.0,60.0,10.0
13349,100.0,70.0,10.0
13350,0.0,60.0,20.0
13351,100.0,70.0,10.0
13352,200.0,80.0,10.0
13353,200.0,170.0,10.0
13354,200.0,200.0,20.0
13355,200.0,210.0,20.0
13356,200.0,240.0,30.0
13357,200.0,240.0,20.0
13358,200.0,210.0,20.0
13359,200.0,190.0,30.0
13360,200.0,210.0,30.0
13361,200.0,190.0,30.0
13362,100.0,150.0,20.0
13363,100.0,120.0,20.0
13364,100.0,100.0,20.0
13365,100.0,80.0,20.0
13366,100.0,80.0,10.0
13367,100.0,70.0,10.0
13368,100.0,70.0,10.0
13369,100.0,60.0,20.0
13370,0.0,70.0,10.0
13371,100.0,70.0,10.0
13372,100.0,70.0,10.0
13373,100.0,70.0,10.0
13374,100.0,70.0,20.0
13375,100.0,80.0,10.0
13376,100.0,110.0,10.0
13377,300.0,180.0,10.0
13378,200.0,210.0,20.0
13379,200.0,220.0,20.0
13380,200.0,230.0,20.0
13381,300.0,220.0,20.0
13382,200.0,220.0,30.0
13383,200.0,220.0,40.0
13384,200.0,260.0,30.0
13385,200.0,210.0,30.0
13386,100.0,170.0,20.0
13387,100.0,140.0,20.0
13388,100.0,110.0,20.0
13389,100.0,90.0,20.0
13390,100.0,90.0,10.0
13391,100.0,90.0,10.0
13392,0.0,80.0,20.0
13393,100.0,90.0,10.0
13394,100.0,70.0,10.0
13395,100.0,80.0,10.0
13396,100.0,80.0,20.0
13397,0.0,80.0,10.0
13398,100.0,80.0,10.0
13399,100.0,80.0,10.0
13400,200.0,100.0,20.0
13401,200.0,190.0,10.0
13402,300.0,270.0,30.0
13403,200.0,260.0,30.0
13404,200.0,290.0,30.0
13405,300.0,270.0,30.0
13406,200.0,260.0,40.0
13407,200.0,270.0,30.0
13408,200.0,250.0,40.0
13409,200.0,210.0,20.0
13410,200.0,160.0,30.0
13411,100.0,130.0,20.0
13412,100.0,100.0,20.0
13413,100.0,80.0,20.0
13414,100.0,80.0,10.0
13415,100.0,70.0,10.0
13416,100.0,70.0,10.0
13417,100.0,80.0,10.0
13418,0.0,70.0,20.0
13419,100.0,70.0,10.0
13420,100.0,70.0,10.0
13421,100.0,70.0,10.0
13422,100.0,70.0,20.0
13423,100.0,70.0,10.0
13424,100.0,90.0,20.0
13425,200.0,170.0,10.0
13426,200.0,200.0,10.0
13427,300.0,220.0,20.0
13428,200.0,220.0,20.0
13429,200.0,210.0,30.0
13430,200.0,200.0,40.0
13431,200.0,190.0,30.0
13432,200.0,220.0,40.0
13433,200.0,180.0,30.0
13434,200.0,170.0,30.0
13435,100.0,140.0,20.0
13436,100.0,100.0,20.0
13437,100.0,90.0,20.0
13438,100.0,70.0,10.0
13439,0.0,70.0,10.0
13440,100.0,70.0,20.0
13441,100.0,60.0,10.0
13442,100.0,70.0,10.0
13443,100.0,70.0,10.0
13444,0.0,70.0,20.0
13445,100.0,60.0,10.0
13446,100.0,70.0,10.0
13447,100.0,70.0,20.0
13448,200.0,110.0,20.0
13449,200.0,190.0,30.0
13450,300.0,250.0,30.0
13451,200.0,240.0,40.0
13452,300.0,280.0,40.0
13453,200.0,250.0,40.0
13454,200.0,210.0,40.0
13455,200.0,220.0,30.0
13456,200.0,210.0,40.0
13457,200.0,170.0,20.0
13458,200.0,130.0,30.0
13459,100.0,120.0,20.0
13460,100.0,90.0,20.0
13461,100.0,70.0,10.0
13462,0.0,70.0,20.0
13463,100.0,70.0,10.0
13464,100.0,60.0,10.0
13465,100.0,60.0,10.0
13466,100.0,60.0,10.0
13467,0.0,70.0,10.0
13468,100.0,60.0,10.0
13469,100.0,60.0,20.0
13470,100.0,60.0,10.0
13471,100.0,90.0,10.0
13472,100.0,150.0,10.0
13473,100.0,140.0,10.0
13474,100.0,130.0,20.0
13475,200.0,130.0,30.0
13476,100.0,140.0,40.0
13477,200.0,120.0,40.0
13478,100.0,110.0,40.0
13479,100.0,110.0,30.0
13480,100.0,100.0,30.0
13481,200.0,90.0,30.0
13482,100.0,90.0,20.0
13483,100.0,80.0,20.0
13484,0.0,70.0,10.0
13485,100.0,70.0,10.0
13486,100.0,70.0,20.0
13487,100.0,70.0,10.0
13488,100.0,70.0,10.0
13489,0.0,60.0,10.0
13490,100.0,70.0,10.0
13491,100.0,70.0,20.0
13492,100.0,60.0,10.0
13493,100.0,70.0,10.0
13494,0.0,70.0,10.0
13495,100.0,100.0,10.0
13496,100.0,140.0,10.0
13497,100.0,120.0,0.0
13498,100.0,110.0,0.0
13499,100.0,100.0,0.0
13500,100.0,100.0,0.0
13501,100.0,90.0,0.0
13502,100.0,90.0,10.0
13503,100.0,80.0,10.0
13504,100.0,80.0,10.0
13505,100.0,80.0,10.0
13506,100.0,80.0,10.0
13507,100.0,70.0,20.0
13508,100.0,70.0,10.0
13509,100.0,70.0,10.0
13510,0.0,70.0,20.0
13511,100.0,70.0,10.0
13512,100.0,70.0,10.0
13513,100.0,70.0,10.0
13514,100.0,60.0,10.0
13515,0.0,70.0,10.0
13516,100.0,60.0,10.0
13517,100.0,70.0,20.0
13518,100.0,70.0,10.0
13519,100.0,70.0,10.0
13520,200.0,100.0,10.0
13521,200.0,190.0,20.0
13522,300.0,240.0,20.0
13523,200.0,230.0,20.0
13524,300.0,270.0,20.0
13525,200.0,260.0,20.0
13526,200.0,240.0,30.0
13527,300.0,230.0,40.0
13528,200.0,240.0,30.0
13529,200.0,220.0,40.0
13530,200.0,190.0,20.0
13531,200.0,140.0,20.0
13532,100.0,120.0,20.0
13533,100.0,90.0,20.0
13534,100.0,80.0,20.0
13535,0.0,80.0,10.0
13536,100.0,70.0,10.0
13537,100.0,80.0,10.0
13538,100.0,70.0,10.0
13539,100.0,70.0,10.0
13540,0.0,70.0,10.0
13541,100.0,70.0,20.0
13542,100.0,80.0,10.0
13543,100.0,80.0,10.0
13544,200.0,120.0,10.0
13545,300.0,200.0,20.0
13546,200.0,230.0,20.0
13547,300.0,240.0,20.0
13548,300.0,260.0,30.0
13549,300.0,250.0,30.0
13550,200.0,250.0,30.0
13551,200.0,250.0,40.0
13552,300.0,270.0,30.0
13553,200.0,250.0,30.0
13554,100.0,210.0,20.0
13555,200.0,160.0,20.0
13556,100.0,130.0,10.0
13557,100.0,110.0,20.0
13558,100.0,110.0,10.0
13559,0.0,100.0,10.0
13560,100.0,100.0,10.0
13561,100.0,90.0,10.0
13562,100.0,100.0,10.0
13563,100.0,100.0,20.0
13564,0.0,100.0,10.0
13565,100.0,100.0,10.0
13566,100.0,110.0,10.0
13567,100.0,100.0,10.0
13568,200.0,130.0,10.0
13569,200.0,210.0,20.0
13570,300.0,270.0,20.0
13571,200.0,260.0,30.0
13572,300.0,260.0,30.0
13573,200.0,240.0,20.0
13574,300.0,230.0,40.0
13575,200.0,210.0,30.0
13576,200.0,240.0,30.0
13577,200.0,200.0,20.0
13578,100.0,160.0,20.0
13579,200.0,120.0,20.0
13580,100.0,110.0,10.0
13581,100.0,80.0,10.0
13582,100.0,70.0,10.0
13583,0.0,80.0,10.0
13584,100.0,70.0,10.0
13585,100.0,70.0,10.0
13586,100.0,70.0,10.0
13587,100.0,70.0,10.0
13588,100.0,80.0,10.0
13589,100.0,70.0,20.0
13590,0.0,70.0,10.0
13591,100.0,80.0,10.0
13592,100.0,70.0,0.0
13593,200.0,70.0,10.0
13594,100.0,100.0,10.0
13595,100.0,110.0,0.0
13596,200.0,110.0,10.0
13597,100.0,110.0,10.0
13598,200.0,120.0,10.0
13599,100.0,110.0,10.0
13600,100.0,90.0,10.0
13601,200.0,100.0,20.0
13602,100.0,100.0,10.0
13603,200.0,110.0,10.0
13604,100.0,90.0,20.0
13605,0.0,80.0,10.0
13606,100.0,80.0,10.0
13607,100.0,70.0,10.0
13608,100.0,70.0,10.0
13609,100.0,70.0,10.0
13610,100.0,70.0,10.0
13611,0.0,60.0,10.0
13612,100.0,70.0,10.0
13613,100.0,60.0,10.0
13614,100.0,70.0,10.0
13615,100.0,60.0,10.0
13616,100.0,70.0,10.0
13617,200.0,90.0,10.0
13618,100.0,110.0,10.0
13619,200.0,110.0,10.0
13620,200.0,130.0,0.0
13621,200.0,130.0,20.0
13622,100.0,120.0,10.0
13623,200.0,120.0,20.0
13624,200.0,120.0,30.0
13625,200.0,120.0,10.0
13626,100.0,110.0,20.0
13627,200.0,110.0,10.0
13628,100.0,90.0,20.0
13629,100.0,80.0,10.0
13630,0.0,70.0,10.0
13631,100.0,70.0,10.0
13632,100.0,60.0,10.0
13633,100.0,60.0,10.0
13634,0.0,60.0,10.0
13635,100.0,70.0,10.0
13636,100.0,60.0,10.0
13637,100.0,60.0,10.0
13638,0.0,70.0,10.0
13639,100.0,60.0,10.0
13640,100.0,90.0,10.0
13641,200.0,120.0,10.0
13642,200.0,120.0,10.0
13643,100.0,120.0,0.0
13644,200.0,120.0,0.0
13645,100.0,130.0,10.0
13646,200.0,130.0,20.0
13647,200.0,140.0,10.0
13648,100.0,140.0,20.0
13649,200.0,140.0,10.0
13650,100.0,120.0,10.0
13651,200.0,100.0,20.0
13652,100.0,90.0,10.0
13653,100.0,80.0,10.0
13654,0.0,60.0,10.0
13655,100.0,70.0,10.0
13656,100.0,70.0,10.0
13657,100.0,60.0,10.0
13658,100.0,70.0,10.0
13659,100.0,60.0,10.0
13660,0.0,70.0,10.0
13661,100.0,60.0,10.0
13662,100.0,70.0,10.0
13663,100.0,70.0,10.0
13664,100.0,80.0,20.0
13665,200.0,130.0,10.0
13666,100.0,140.0,10.0
13667,200.0,130.0,10.0
13668,200.0,170.0,10.0
13669,200.0,190.0,10.0
13670,200.0,190.0,10.0
13671,200.0,170.0,20.0
13672,100.0,160.0,10.0
13673,200.0,150.0,20.0
13674,200.0,130.0,10.0
13675,100.0,130.0,10.0
13676,100.0,100.0,10.0
